Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
16-02-14_00,-26.3,-11.0,-20.6,0.0,285.0,5.0
16-02-15_00,-27.1,-19.1,-23.3,0.0,276.0,4.0
16-02-16_00,-19.8,-4.6,-13.6,0.0,145.0,3.0
16-02-17_00,-6.5,1.0,-3.2,0.0,185.0,4.0
16-02-18_00,-5.4,-0.1,-2.4,0.0,266.0,4.0
16-02-19_00,-13.1,-7.3,-10.4,0.0,275.0,3.0
16-02-20_00,-11.2,1.7,-6.1,0.0,152.0,3.0
16-02-21_00,-0.3,4.8,2.5,0.0,190.0,3.0
16-02-22_00,-5.3,3.8,1.3,0.0,261.0,4.0
16-02-23_00,-13.4,-7.0,-9.7,0.0,223.0,2.0
16-02-24_00,-11.7,-4.6,-8.3,0.0,128.0,2.0
16-02-25_00,-5.1,0.4,-2.4,0.0,106.0,2.0
16-02-26_00,-0.6,2.3,1.0,0.0,239.0,3.0
16-02-27_00,-13.0,-3.2,-9.5,0.0,283.0,6.0
16-02-28_00,-10.2,3.2,-4.2,0.0,224.0,3.0
16-02-29_00,-8.9,3.1,-4.9,0.0,113.0,4.0
16-03-01_00,-8.1,2.3,-2.7,0.0,213.0,4.0
16-03-02_00,-14.7,-6.5,-10.9,0.0,218.0,4.0
16-03-03_00,-11.2,-7.3,-9.2,0.0,218.0,5.0
16-03-04_00,-18.7,-11.1,-14.4,0.0,281.0,4.0
16-03-05_00,-13.8,-4.6,-9.2,0.0,104.0,2.0
16-03-06_00,-11.5,-1.2,-6.0,0.0,197.0,2.0
16-03-07_00,-4.3,2.5,-0.5,0.0,241.0,2.0
16-03-08_00,-0.6,4.8,2.0,0.0,233.0,3.0
16-03-09_00,2.1,4.5,3.4,0.0,150.0,2.0
16-03-10_00,1.7,13.7,8.4,0.0,237.0,3.0
16-03-11_00,2.3,11.4,6.2,0.0,151.0,3.0
16-03-12_00,0.2,6.3,2.8,0.0,196.0,3.0
16-03-13_00,0.0,11.2,5.3,0.0,244.0,4.0
16-03-14_00,3.1,7.9,5.5,0.0,181.0,3.0
16-03-15_00,-1.1,5.2,1.8,0.0,114.0,4.0
16-03-16_00,2.5,8.4,4.9,0.0,141.0,4.0
16-03-17_00,3.4,7.6,5.3,0.0,99.0,3.0
16-03-18_00,2.6,10.9,5.8,0.0,240.0,3.0
16-03-19_00,-3.5,2.9,-0.1,0.0,215.0,3.0
16-03-20_00,-8.2,0.1,-4.2,0.0,274.0,3.0
16-03-21_00,-7.1,1.1,-3.3,0.0,106.0,2.0
16-03-22_00,-4.8,5.6,-0.4,0.0,279.0,3.0
16-03-23_00,-5.2,4.7,-0.7,0.0,277.0,3.0
16-03-24_00,-1.8,2.0,0.7,0.0,166.0,2.0
16-03-25_00,-6.2,-1.5,-4.4,0.0,60.0,5.0
16-03-26_00,-1.5,1.7,0.2,0.0,223.0,3.0
16-03-27_00,-3.9,3.6,-0.5,0.0,101.0,2.0
16-03-28_00,-2.6,13.5,4.5,0.0,134.0,2.0
16-03-29_00,2.8,8.4,6.4,0.0,165.0,4.0
16-03-30_00,0.3,6.8,3.6,0.0,289.0,4.0
16-03-31_00,0.7,10.8,6.2,0.0,234.0,3.0
16-04-01_00,6.1,15.5,9.5,0.0,172.0,2.0
16-04-02_00,6.1,16.9,12.8,0.0,240.0,4.0
16-04-03_00,0.4,8.0,4.5,0.0,239.0,3.0
16-04-04_00,-8.7,-2.5,-6.5,0.0,288.0,4.0
16-04-05_00,-9.8,-2.9,-6.8,0.0,128.0,2.0
16-04-06_00,-8.9,-0.2,-4.4,0.0,240.0,3.0
16-04-07_00,-3.3,3.1,-0.8,0.0,185.0,3.0
16-04-08_00,-0.3,4.9,2.5,0.0,163.0,3.0
16-04-09_00,-3.4,5.1,0.9,0.0,254.0,4.0
16-04-10_00,-5.2,1.8,-2.3,0.0,262.0,3.0
16-04-11_00,-6.0,1.9,-2.1,0.0,251.0,2.0
16-04-12_00,-1.5,7.2,3.3,0.0,141.0,3.0
16-04-13_00,2.4,8.6,5.6,0.0,256.0,4.0
16-04-14_00,-0.9,6.4,2.9,0.0,227.0,2.0
16-04-15_00,0.8,9.5,5.1,0.0,118.0,2.0
16-04-16_00,1.5,13.4,7.7,0.0,113.0,2.0
16-04-17_00,2.7,14.8,9.1,0.0,112.0,2.0
16-04-18_00,7.4,22.5,15.2,0.0,226.0,2.0
16-04-19_00,5.1,14.0,7.6,0.0,97.0,2.0
16-04-20_00,3.9,14.2,9.2,0.0,269.0,3.0
16-04-21_00,2.9,13.3,8.1,0.0,174.0,2.0
16-04-22_00,6.2,21.4,14.6,0.0,182.0,1.0
16-04-23_00,8.8,18.1,13.6,0.0,224.0,3.0
16-04-24_00,3.3,12.7,7.2,0.0,203.0,3.0
16-04-25_00,0.4,10.8,5.5,0.0,202.0,3.0
16-04-26_00,0.8,10.2,5.2,0.0,190.0,3.0
16-04-27_00,0.0,8.5,3.9,0.0,123.0,3.0
16-04-28_00,-1.3,6.3,3.0,0.0,236.0,3.0
16-04-29_00,-0.7,7.1,3.3,0.0,164.0,2.0
16-04-30_00,0.5,10.9,6.0,0.0,83.0,2.0
16-05-01_00,3.5,15.0,9.5,0.0,100.0,2.0
16-05-02_00,6.3,10.4,8.2,0.0,132.0,2.0
16-05-03_00,6.5,8.4,7.4,0.0,119.0,2.0
16-05-04_00,5.2,12.9,8.9,0.0,155.0,2.0
16-05-05_00,4.8,13.8,9.4,0.0,83.0,2.0
16-05-06_00,6.5,17.8,12.1,0.0,70.0,3.0
16-05-07_00,7.5,20.9,14.5,0.0,99.0,3.0
16-05-08_00,13.3,21.9,17.2,0.0,161.0,3.0
16-05-09_00,2.9,15.7,8.4,0.0,248.0,4.0
16-05-10_00,1.5,11.2,6.1,0.0,284.0,4.0
16-05-11_00,7.2,19.3,12.9,0.0,274.0,3.0
16-05-12_00,10.1,21.2,16.2,0.0,219.0,2.0
16-05-13_00,12.9,26.0,19.7,0.0,159.0,2.0
16-05-14_00,15.2,21.2,18.4,0.0,173.0,3.0
16-05-15_00,10.9,20.8,15.9,0.0,231.0,3.0
16-05-16_00,2.8,10.9,7.3,0.0,279.0,5.0
16-05-17_00,2.4,9.2,5.3,0.0,285.0,6.0
16-05-18_00,4.9,13.0,8.9,0.0,283.0,4.0
16-05-19_00,6.3,17.9,12.4,0.0,199.0,2.0
16-05-20_00,12.5,19.4,16.0,0.0,238.0,1.0
16-05-21_00,13.6,23.9,19.2,0.0,242.0,2.0
16-05-22_00,15.9,24.6,20.5,0.0,241.0,3.0
16-05-23_00,15.9,25.9,20.7,0.0,150.0,3.0
16-05-24_00,14.8,27.1,21.4,0.0,161.0,2.0
16-05-25_00,16.4,29.9,23.7,0.0,176.0,2.0
16-05-26_00,17.3,25.5,21.1,0.0,229.0,3.0
16-05-27_00,14.4,23.8,19.7,0.0,108.0,2.0
16-05-28_00,14.4,31.2,22.8,0.0,204.0,3.0
16-05-29_00,19.3,27.3,23.6,0.0,115.0,3.0
16-05-30_00,15.9,26.5,20.0,0.0,132.0,2.0
16-05-31_00,20.2,28.8,24.3,0.0,222.0,3.0
16-06-01_00,17.1,24.1,20.6,0.0,265.0,4.0
16-06-02_00,13.9,24.7,19.3,0.0,104.0,2.0
16-06-03_00,18.4,22.9,20.4,0.0,158.0,2.0
16-06-04_00,18.3,25.9,22.1,0.0,267.0,3.0
16-06-05_00,17.4,25.4,22.1,0.0,211.0,1.0
16-06-06_00,16.9,20.2,18.0,0.0,130.0,2.0
16-06-07_00,17.2,22.3,19.5,0.0,222.0,3.0
16-06-08_00,15.1,22.0,18.6,0.0,245.0,3.0
16-06-09_00,9.5,14.5,12.1,0.0,286.0,5.0
16-06-10_00,7.9,14.2,10.5,0.0,286.0,5.0
16-06-11_00,9.3,20.2,14.4,0.0,278.0,3.0
16-06-12_00,13.1,16.8,14.9,0.0,177.0,3.0
16-06-13_00,10.5,15.7,12.3,0.0,277.0,5.0
16-06-14_00,12.3,19.9,16.0,0.0,243.0,4.0
16-06-15_00,11.7,26.4,18.2,0.0,278.0,3.0
16-06-16_00,16.0,28.0,22.2,0.0,207.0,2.0
16-06-17_00,15.8,26.1,21.9,0.0,141.0,2.0
16-06-18_00,17.5,28.6,23.2,0.0,186.0,1.0
16-06-19_00,17.1,30.2,24.2,0.0,194.0,2.0
16-06-20_00,21.2,31.3,26.0,0.0,233.0,3.0
16-06-21_00,23.3,32.5,27.7,0.0,240.0,4.0
16-06-22_00,18.3,23.9,21.0,0.0,278.0,4.0
16-06-23_00,14.8,21.2,18.4,0.0,256.0,2.0
16-06-24_00,16.4,24.0,20.1,0.0,271.0,3.0
16-06-25_00,14.7,25.7,20.7,0.0,181.0,2.0
16-06-26_00,19.5,30.0,25.0,0.0,212.0,2.0
16-06-27_00,20.7,31.9,26.9,0.0,197.0,2.0
16-06-28_00,20.8,28.2,24.8,0.0,199.0,2.0
16-06-29_00,19.9,25.2,22.2,0.0,183.0,2.0
16-06-30_00,18.1,22.1,19.7,0.0,229.0,2.0
16-07-01_00,17.3,27.6,22.7,0.0,248.0,3.0
16-07-02_00,18.5,27.0,22.1,0.0,180.0,3.0
16-07-03_00,15.6,19.9,17.7,0.0,271.0,5.0
16-07-04_00,15.4,26.0,20.7,0.0,270.0,4.0
16-07-05_00,18.3,28.4,23.3,0.0,260.0,4.0
16-07-06_00,20.7,29.7,25.6,0.0,250.0,3.0
16-07-07_00,21.2,30.3,25.4,0.0,224.0,3.0
16-07-08_00,16.5,23.5,20.1,0.0,115.0,3.0
16-07-09_00,15.8,22.2,19.2,0.0,78.0,3.0
16-07-10_00,16.3,19.3,17.8,0.0,104.0,3.0
16-07-11_00,15.2,19.0,17.1,0.0,141.0,2.0
16-07-12_00,16.0,27.5,21.7,0.0,253.0,2.0
16-07-13_00,20.4,28.6,24.9,0.0,223.0,3.0
16-07-14_00,21.6,31.5,26.8,0.0,179.0,3.0
16-07-15_00,23.5,28.1,25.9,0.0,218.0,3.0
16-07-16_00,19.6,28.4,23.1,0.0,253.0,3.0
16-07-17_00,16.6,25.2,20.8,0.0,230.0,2.0
16-07-18_00,20.4,26.2,23.1,0.0,253.0,2.0
16-07-19_00,19.7,28.1,23.9,0.0,237.0,3.0
16-07-20_00,16.2,23.6,19.8,0.0,287.0,3.0
16-07-21_00,17.9,26.0,22.0,0.0,278.0,4.0
16-07-22_00,19.0,30.2,24.6,0.0,241.0,4.0
16-07-23_00,21.4,31.1,26.7,0.0,263.0,4.0
16-07-24_00,18.7,26.3,22.4,0.0,244.0,2.0
16-07-25_00,16.2,25.2,21.2,0.0,252.0,2.0
16-07-26_00,19.5,24.9,22.3,0.0,176.0,3.0
16-07-27_00,20.4,27.6,24.1,0.0,278.0,5.0
16-07-28_00,21.0,29.8,25.4,0.0,214.0,2.0
16-07-29_00,22.3,28.7,25.6,0.0,227.0,2.0
16-07-30_00,18.8,25.7,22.3,0.0,152.0,3.0
16-07-31_00,18.7,25.7,21.9,0.0,167.0,2.0
16-08-01_00,19.3,27.9,23.8,0.0,115.0,2.0
16-08-02_00,18.8,25.9,22.4,0.0,111.0,2.0
16-08-03_00,19.1,28.6,23.8,0.0,93.0,2.0
16-08-04_00,21.0,30.1,25.4,0.0,181.0,2.0
16-08-05_00,21.7,31.6,26.4,0.0,213.0,2.0
16-08-06_00,22.3,31.9,27.1,0.0,206.0,3.0
16-08-07_00,22.3,27.5,24.6,0.0,277.0,3.0
16-08-08_00,19.0,25.4,22.3,0.0,288.0,3.0
16-08-09_00,18.8,27.9,22.9,0.0,265.0,4.0
16-08-10_00,18.3,28.4,23.2,0.0,126.0,2.0
16-08-11_00,22.1,31.7,26.7,0.0,211.0,2.0
16-08-12_00,23.5,31.4,27.3,0.0,209.0,2.0
16-08-13_00,18.9,27.4,20.5,0.0,103.0,3.0
16-08-14_00,17.6,20.5,19.2,0.0,91.0,2.0
16-08-15_00,17.4,24.7,20.7,0.0,245.0,2.0
16-08-16_00,18.4,26.9,22.6,0.0,246.0,2.0
16-08-17_00,18.1,23.8,20.9,0.0,142.0,2.0
16-08-18_00,17.1,26.7,22.1,0.0,235.0,3.0
16-08-19_00,20.8,27.3,23.8,0.0,281.0,3.0
16-08-20_00,19.3,27.5,23.5,0.0,207.0,2.0
16-08-21_00,18.7,29.2,24.2,0.0,140.0,3.0
16-08-22_00,20.5,26.9,23.4,0.0,172.0,3.0
16-08-23_00,14.0,21.6,18.4,0.0,281.0,4.0
16-08-24_00,16.3,25.9,20.8,0.0,251.0,4.0
16-08-25_00,19.9,29.0,24.2,0.0,236.0,3.0
16-08-26_00,22.3,26.3,23.8,0.0,206.0,2.0
16-08-27_00,22.6,27.7,25.1,0.0,267.0,3.0
16-08-28_00,18.8,25.3,22.1,0.0,106.0,2.0
16-08-29_00,19.6,28.0,23.3,0.0,147.0,2.0
16-08-30_00,19.2,25.7,22.3,0.0,281.0,3.0
16-08-31_00,19.4,25.1,22.0,0.0,238.0,2.0
16-09-01_00,19.8,24.9,22.2,0.0,264.0,3.0
16-09-02_00,16.6,23.7,20.0,0.0,269.0,2.0
16-09-03_00,15.1,21.8,18.4,0.0,235.0,2.0
16-09-04_00,13.9,23.2,18.6,0.0,224.0,1.0
16-09-05_00,16.6,25.9,21.2,0.0,181.0,1.0
16-09-06_00,17.4,27.8,22.7,0.0,162.0,1.0
16-09-07_00,18.7,28.8,23.9,0.0,175.0,1.0
16-09-08_00,19.7,29.7,24.9,0.0,180.0,2.0
16-09-09_00,22.1,25.7,24.0,0.0,182.0,2.0
16-09-10_00,21.6,26.9,24.0,0.0,280.0,4.0
16-09-11_00,19.6,27.0,23.8,0.0,138.0,3.0
16-09-12_00,15.2,23.9,18.6,0.0,263.0,5.0
16-09-13_00,14.2,22.7,18.6,0.0,255.0,4.0
16-09-14_00,15.8,26.7,21.4,0.0,249.0,3.0
16-09-15_00,14.4,22.3,19.4,0.0,274.0,3.0
16-09-16_00,9.6,17.9,14.0,0.0,241.0,2.0
16-09-17_00,11.8,21.2,16.8,0.0,172.0,2.0
16-09-18_00,15.7,22.3,19.2,0.0,170.0,3.0
16-09-19_00,20.4,26.4,22.8,0.0,253.0,2.0
16-09-20_00,18.5,26.5,22.8,0.0,189.0,1.0
16-09-21_00,14.6,26.3,20.6,0.0,216.0,2.0
16-09-22_00,16.1,25.7,21.0,0.0,264.0,4.0
16-09-23_00,14.1,20.7,18.3,0.0,132.0,3.0
16-09-24_00,11.2,18.4,14.3,0.0,188.0,2.0
16-09-25_00,9.7,17.0,12.9,0.0,291.0,3.0
16-09-26_00,6.9,17.5,12.1,0.0,235.0,2.0
16-09-27_00,8.3,17.5,13.4,0.0,119.0,2.0
16-09-28_00,13.6,20.8,16.7,0.0,189.0,2.0
16-09-29_00,10.9,19.8,14.4,0.0,100.0,3.0
16-09-30_00,8.2,17.7,12.7,0.0,92.0,3.0
16-10-01_00,8.3,18.9,13.7,0.0,97.0,2.0
16-10-02_00,12.2,18.0,14.8,0.0,103.0,2.0
16-10-03_00,13.7,15.5,14.5,0.0,163.0,2.0
16-10-04_00,11.5,18.8,15.3,0.0,141.0,2.0
16-10-05_00,6.8,18.6,13.0,0.0,165.0,2.0
16-10-06_00,10.6,20.5,15.6,0.0,137.0,1.0
16-10-07_00,13.2,23.1,18.2,0.0,210.0,1.0
16-10-08_00,14.0,24.0,18.7,0.0,144.0,2.0
16-10-09_00,12.7,18.4,16.0,0.0,208.0,3.0
16-10-10_00,8.5,13.4,11.3,0.0,250.0,3.0
16-10-11_00,3.5,11.5,7.8,0.0,269.0,3.0
16-10-12_00,6.9,17.2,12.1,0.0,201.0,2.0
16-10-13_00,11.7,19.6,15.0,0.0,173.0,3.0
16-10-14_00,6.5,15.0,11.7,0.0,219.0,4.0
16-10-15_00,3.4,10.8,7.3,0.0,267.0,2.0
16-10-16_00,5.5,15.1,10.2,0.0,149.0,3.0
16-10-17_00,11.8,18.2,14.1,0.0,204.0,3.0
16-10-18_00,9.2,16.4,12.3,0.0,138.0,3.0
16-10-19_00,8.7,26.2,16.6,0.0,156.0,2.0
16-10-20_00,12.5,17.9,14.7,0.0,274.0,3.0
16-10-21_00,10.3,13.3,11.6,0.0,109.0,2.0
16-10-22_00,8.6,10.8,9.8,0.0,125.0,4.0
16-10-23_00,3.3,8.4,7.2,0.0,291.0,4.0
16-10-24_00,2.2,10.0,6.0,0.0,276.0,7.0
16-10-25_00,4.0,6.8,5.5,0.0,281.0,6.0
16-10-26_00,2.7,6.4,4.2,0.0,285.0,4.0
16-10-27_00,0.4,3.7,2.2,0.0,263.0,2.0
16-10-28_00,-0.0,6.1,2.4,0.0,100.0,3.0
16-10-29_00,3.3,5.8,4.5,0.0,180.0,2.0
16-10-30_00,3.3,7.4,5.2,0.0,200.0,3.0
16-10-31_00,5.0,6.9,5.8,0.0,279.0,2.0
16-11-01_00,3.0,5.0,4.0,0.0,267.0,2.0
16-11-02_00,0.5,11.7,5.9,0.0,150.0,3.0
16-11-03_00,7.8,15.5,12.6,0.0,198.0,2.0
16-11-04_00,8.1,11.5,9.6,0.0,180.0,2.0
16-11-05_00,1.8,6.6,3.7,0.0,272.0,3.0
16-11-06_00,2.5,8.7,6.0,0.0,265.0,2.0
16-11-07_00,3.7,8.4,5.9,0.0,211.0,2.0
16-11-08_00,2.0,10.9,6.3,0.0,188.0,2.0
16-11-09_00,5.1,15.4,10.2,0.0,173.0,2.0
16-11-10_00,1.4,12.0,7.4,0.0,242.0,3.0
16-11-11_00,0.5,9.9,3.4,0.0,242.0,3.0
16-11-12_00,2.3,12.4,7.8,0.0,271.0,5.0
16-11-13_00,0.5,4.7,1.8,0.0,273.0,3.0
16-11-14_00,5.2,11.0,8.2,0.0,255.0,4.0
16-11-15_00,8.5,12.9,9.9,0.0,250.0,3.0
16-11-16_00,5.4,12.6,9.1,0.0,158.0,1.0
16-11-17_00,6.0,9.4,7.2,0.0,180.0,3.0
16-11-18_00,6.9,9.8,8.0,0.0,281.0,3.0
16-11-19_00,4.1,7.6,5.6,0.0,153.0,1.0
16-11-20_00,1.7,10.5,5.6,0.0,164.0,2.0
16-11-21_00,-0.1,7.4,3.1,0.0,272.0,4.0
16-11-22_00,-2.3,-0.4,-1.4,0.0,271.0,7.0
16-11-23_00,-1.9,0.0,-1.0,0.0,286.0,6.0
16-11-24_00,-2.3,0.4,-0.8,0.0,272.0,4.0
16-11-25_00,-1.8,0.8,-0.5,0.0,89.0,3.0
16-11-26_00,0.4,2.3,1.1,0.0,150.0,1.0
16-11-27_00,1.6,3.2,2.4,0.0,256.0,2.0
16-11-28_00,0.2,2.0,1.1,0.0,283.0,3.0
16-11-29_00,-1.9,0.1,-0.9,0.0,204.0,2.0
16-11-30_00,-1.9,2.9,0.8,0.0,123.0,2.0
16-12-01_00,1.7,7.4,3.1,0.0,118.0,2.0
16-12-02_00,5.1,9.0,6.8,0.0,212.0,4.0
16-12-03_00,2.5,6.0,4.4,0.0,263.0,4.0
16-12-04_00,0.2,3.2,1.9,0.0,288.0,4.0
16-12-05_00,-2.3,1.4,-0.6,0.0,248.0,2.0
16-12-06_00,-4.2,-1.8,-3.1,0.0,160.0,2.0
16-12-07_00,-1.7,1.1,-0.3,0.0,185.0,2.0
16-12-08_00,-2.2,4.0,1.1,0.0,169.0,2.0
16-12-09_00,-1.1,2.9,1.4,0.0,251.0,3.0
16-12-10_00,-6.5,-1.9,-4.4,0.0,286.0,5.0
16-12-11_00,-7.7,-4.9,-6.4,0.0,280.0,3.0
16-12-12_00,-8.2,-4.2,-6.2,0.0,159.0,2.0
16-12-13_00,-6.1,-2.5,-4.4,0.0,182.0,2.0
16-12-14_00,-5.4,1.9,-1.9,0.0,221.0,3.0
16-12-15_00,-5.6,-0.2,-4.0,0.0,256.0,3.0
16-12-16_00,-19.2,-5.6,-12.3,0.0,285.0,4.0
16-12-17_00,-22.3,-14.2,-18.7,0.0,226.0,3.0
16-12-18_00,-14.9,-7.2,-10.8,0.0,158.0,2.0
16-12-19_00,-11.8,-3.5,-6.0,0.0,236.0,3.0
16-12-20_00,-18.2,-11.8,-15.3,0.0,180.0,2.0
16-12-21_00,-10.5,-3.1,-6.0,0.0,187.0,3.0
16-12-22_00,-1.4,2.6,1.2,0.0,249.0,3.0
16-12-23_00,-0.0,1.7,0.9,0.0,209.0,2.0
16-12-24_00,0.5,2.7,1.6,0.0,252.0,4.0
16-12-25_00,0.5,3.4,2.5,0.0,228.0,4.0
16-12-26_00,-8.5,3.2,-3.6,0.0,230.0,3.0
16-12-27_00,-12.9,1.9,-7.1,0.0,97.0,3.0
16-12-28_00,0.5,7.4,3.2,0.0,249.0,4.0
16-12-29_00,-7.1,0.5,-3.3,0.0,251.0,3.0
16-12-30_00,-7.2,0.5,-3.5,0.0,116.0,3.0
16-12-31_00,-9.5,0.4,-4.2,0.0,283.0,6.0
17-01-01_00,-12.0,-8.1,-10.3,0.0,182.0,2.0
17-01-02_00,-5.6,0.5,-2.2,0.0,234.0,3.0
17-01-03_00,-4.0,2.0,-1.0,0.0,165.0,2.0
17-01-04_00,-5.2,0.8,-2.4,0.0,140.0,2.0
17-01-05_00,-3.8,2.7,-0.8,0.0,201.0,3.0
17-01-06_00,-9.9,-3.8,-6.3,0.0,270.0,5.0
17-01-07_00,-9.8,-6.7,-8.3,0.0,276.0,3.0
17-01-08_00,-12.9,-8.3,-10.4,0.0,192.0,2.0
17-01-09_00,-16.4,-10.6,-13.6,0.0,208.0,2.0
17-01-10_00,-18.1,-6.9,-13.0,0.0,207.0,3.0
17-01-11_00,-7.3,0.6,-4.7,0.0,148.0,5.0
17-01-12_00,1.8,6.4,4.4,0.0,207.0,4.0
17-01-13_00,2.6,7.2,5.6,0.0,206.0,3.0
17-01-14_00,-13.1,1.2,-5.6,0.0,285.0,6.0
17-01-15_00,-16.2,-6.1,-12.1,0.0,213.0,2.0
17-01-16_00,-9.4,-5.9,-7.6,0.0,268.0,3.0
17-01-17_00,-7.9,2.9,-1.9,0.0,237.0,3.0
17-01-18_00,-3.8,0.6,-1.0,0.0,138.0,3.0
17-01-19_00,-5.3,-0.0,-3.0,0.0,182.0,2.0
17-01-20_00,-0.4,2.7,1.8,0.0,270.0,3.0
17-01-21_00,1.7,2.6,2.2,0.0,160.0,2.0
17-01-22_00,1.4,3.5,2.5,0.0,169.0,1.0
17-01-23_00,-0.8,2.5,1.1,0.0,75.0,3.0
17-01-24_00,-3.2,0.4,-1.4,0.0,64.0,3.0
17-01-25_00,-3.7,-2.0,-2.9,0.0,69.0,4.0
17-01-26_00,-2.1,0.2,-1.2,0.0,256.0,3.0
17-01-27_00,0.3,1.7,1.1,0.0,247.0,3.0
17-01-28_00,-2.6,1.3,-0.4,0.0,276.0,6.0
17-01-29_00,-2.3,0.7,-0.8,0.0,272.0,4.0
17-01-30_00,-3.3,0.4,-1.2,0.0,260.0,3.0
17-01-31_00,-11.6,-4.5,-8.6,0.0,277.0,3.0
17-02-01_00,-12.0,-7.0,-10.0,0.0,176.0,2.0
17-02-02_00,-12.5,-5.5,-9.2,0.0,197.0,2.0
17-02-03_00,-10.5,-3.7,-7.1,0.0,261.0,4.0
17-02-04_00,-8.3,-5.0,-6.5,0.0,279.0,4.0
17-02-05_00,-10.2,-2.7,-6.3,0.0,271.0,4.0
17-02-06_00,-4.5,0.0,-2.2,0.0,225.0,3.0
17-02-07_00,-13.4,-5.8,-10.5,0.0,264.0,3.0
17-02-08_00,-12.4,-6.8,-10.2,0.0,74.0,3.0
17-02-09_00,-6.2,4.3,-0.5,0.0,245.0,5.0
17-02-10_00,-15.2,-8.6,-12.6,0.0,219.0,3.0
17-02-11_00,-16.1,-12.1,-14.0,0.0,264.0,5.0
17-02-12_00,-14.0,-9.3,-11.9,0.0,114.0,3.0
17-02-13_00,-13.1,-3.3,-9.3,0.0,131.0,2.0
17-02-14_00,-7.9,-2.7,-4.9,0.0,199.0,3.0
17-02-15_00,-7.0,-3.2,-4.9,0.0,190.0,3.0
17-02-16_00,-5.5,-3.3,-4.5,0.0,175.0,2.0
17-02-17_00,-4.7,-1.6,-3.5,0.0,283.0,3.0
17-02-18_00,-7.1,-2.7,-4.7,0.0,275.0,5.0
17-02-19_00,-4.4,8.8,1.3,0.0,201.0,4.0
17-02-20_00,2.4,8.7,5.7,0.0,277.0,5.0
17-02-21_00,-3.2,2.8,-0.1,0.0,252.0,2.0
17-02-22_00,-5.5,4.4,0.2,0.0,145.0,2.0
17-02-23_00,2.5,7.4,4.8,0.0,168.0,2.0
17-02-24_00,2.8,13.7,9.0,0.0,196.0,3.0
17-02-25_00,1.2,7.9,4.0,0.0,163.0,2.0
17-02-26_00,0.8,9.4,2.9,0.0,168.0,3.0
17-02-27_00,-5.0,3.1,-1.9,0.0,263.0,5.0
17-02-28_00,-0.4,5.7,3.7,0.0,255.0,4.0
17-03-01_00,-0.1,8.5,3.9,0.0,140.0,2.0
17-03-02_00,3.6,9.2,6.4,0.0,154.0,1.0
17-03-03_00,-9.0,5.4,-4.3,0.0,270.0,6.0
17-03-04_00,-13.4,-7.5,-10.5,0.0,283.0,4.0
17-03-05_00,-17.8,-12.0,-14.6,0.0,278.0,4.0
17-03-06_00,-16.3,-6.0,-11.2,0.0,268.0,3.0
17-03-07_00,-8.7,0.3,-4.7,0.0,124.0,2.0
17-03-08_00,-2.5,6.4,2.7,0.0,121.0,3.0
17-03-09_00,3.6,11.1,6.7,0.0,239.0,3.0
17-03-10_00,-3.4,2.4,-1.4,0.0,281.0,6.0
17-03-11_00,-12.6,-3.0,-7.4,0.0,153.0,3.0
17-03-12_00,-20.7,-14.3,-17.6,0.0,286.0,5.0
17-03-13_00,-17.0,-10.4,-13.8,0.0,286.0,5.0
17-03-14_00,-14.7,-7.7,-11.0,0.0,273.0,2.0
17-03-15_00,-8.8,-7.0,-8.1,0.0,82.0,5.0
17-03-16_00,-7.6,-3.5,-5.7,0.0,289.0,4.0
17-03-17_00,-9.6,-2.7,-6.5,0.0,281.0,5.0
17-03-18_00,-7.6,-1.5,-4.2,0.0,244.0,2.0
17-03-19_00,-8.6,1.4,-3.4,0.0,117.0,2.0
17-03-20_00,-5.7,4.2,-0.6,0.0,181.0,1.0
17-03-21_00,-2.3,6.4,2.6,0.0,201.0,2.0
17-03-22_00,1.5,5.0,3.2,0.0,233.0,2.0
17-03-23_00,-13.1,-1.2,-8.7,0.0,287.0,4.0
17-03-24_00,-9.2,1.0,-4.2,0.0,275.0,4.0
17-03-25_00,-1.8,0.3,-0.6,0.0,186.0,2.0
17-03-26_00,-0.6,2.5,0.7,0.0,184.0,2.0
17-03-27_00,-6.0,1.3,-1.8,0.0,76.0,2.0
17-03-28_00,0.7,4.6,3.2,0.0,143.0,3.0
17-03-29_00,1.7,5.8,3.4,0.0,200.0,1.0
17-03-30_00,3.0,6.1,4.0,0.0,280.0,3.0
17-03-31_00,0.6,6.4,3.3,0.0,138.0,2.0
17-04-01_00,0.3,5.1,2.2,0.0,77.0,3.0
17-04-02_00,0.4,3.0,1.5,0.0,110.0,2.0
17-04-03_00,1.3,10.2,4.8,0.0,258.0,2.0
17-04-04_00,0.3,8.2,4.5,0.0,90.0,2.0
17-04-05_00,3.0,5.8,4.5,0.0,120.0,3.0
17-04-06_00,4.1,8.2,5.8,0.0,215.0,3.0
17-04-07_00,2.2,5.8,3.8,0.0,82.0,3.0
17-04-08_00,2.1,5.2,3.6,0.0,238.0,3.0
17-04-09_00,0.0,8.2,3.9,0.0,256.0,4.0
17-04-10_00,3.7,17.1,10.1,0.0,206.0,2.0
17-04-11_00,11.9,26.2,18.0,0.0,199.0,3.0
17-04-12_00,5.5,18.2,9.3,0.0,141.0,3.0
17-04-13_00,4.4,10.5,7.2,0.0,217.0,3.0
